method,metric,reported,recomputed,delta,status
OptiRepair-like Repair-Prompt,inventory_balance_accuracy,1.0,1.0,0.0,OK
OptiRepair-like Repair-Prompt,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
OptiRepair-like Repair-Prompt,average_runtime_sec,0.0813,0.08127053820295259,-2.94617970474087e-05,OK
OptiRepair-like Repair-Prompt,average_repair_feedback_count,0.22,0.22,0.0,OK
ReplenishVerifier-Full,executable_rate,0.94,0.94,0.0,OK
ReplenishVerifier-Full,optimal_rate,0.82,0.82,0.0,OK
ReplenishVerifier-Full,objective_accuracy,0.7,0.7,0.0,OK
ReplenishVerifier-Full,structure_completeness,0.7774,0.7773555555555557,-4.444444444429152e-05,OK
ReplenishVerifier-Full,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-Full,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
ReplenishVerifier-Full,average_runtime_sec,0.0869,0.08686748778563924,-3.251221436076368e-05,OK
ReplenishVerifier-Full,average_repair_feedback_count,0.22,0.22,0.0,OK
ReplenishVerifier-Repair,executable_rate,0.94,0.94,0.0,OK
ReplenishVerifier-Repair,optimal_rate,0.82,0.82,0.0,OK
ReplenishVerifier-Repair,objective_accuracy,0.7,0.7,0.0,OK
ReplenishVerifier-Repair,structure_completeness,0.7774,0.7773555555555557,-4.444444444429152e-05,OK
ReplenishVerifier-Repair,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-Repair,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
ReplenishVerifier-Repair,average_runtime_sec,0.0869,0.08686748778563924,-3.251221436076368e-05,OK
ReplenishVerifier-Repair,average_repair_feedback_count,0.22,0.22,0.0,OK
ReplenishVerifier-TypeAware,executable_rate,0.9,0.9,0.0,OK
ReplenishVerifier-TypeAware,optimal_rate,0.82,0.82,0.0,OK
ReplenishVerifier-TypeAware,objective_accuracy,0.7,0.7,0.0,OK
ReplenishVerifier-TypeAware,structure_completeness,0.7483,0.7482722222222222,-2.777777777773771e-05,OK
ReplenishVerifier-TypeAware,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware,constraint_coverage,0.8778,0.8777777777777778,-2.2222222222256782e-05,OK
ReplenishVerifier-TypeAware,average_runtime_sec,0.0812,0.08115080856019631,-4.919143980368357e-05,OK
ReplenishVerifier-TypeAware,average_repair_feedback_count,0.18,0.16,-0.01999999999999999,MISMATCH
SIRL-like LP-Stats,executable_rate,0.94,0.94,0.0,OK
SIRL-like LP-Stats,optimal_rate,0.82,0.82,0.0,OK
SIRL-like LP-Stats,objective_accuracy,0.7,0.7,0.0,OK
SIRL-like LP-Stats,structure_completeness,0.7747,0.7746936507936509,-6.3492063491210615e-06,OK
SIRL-like LP-Stats,inventory_balance_accuracy,1.0,1.0,0.0,OK
SIRL-like LP-Stats,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
SIRL-like LP-Stats,average_runtime_sec,0.0815,0.08147719872184098,-2.280127815902644e-05,OK
SIRL-like LP-Stats,average_repair_feedback_count,0.22,0.22,0.0,OK
Solver + Consensus,executable_rate,0.94,0.94,0.0,OK
Solver + Consensus,optimal_rate,0.82,0.82,0.0,OK
Solver + Consensus,objective_accuracy,0.72,0.72,0.0,OK
Solver + Consensus,structure_completeness,0.7747,0.7746555555555555,-4.4444444444513564e-05,OK
Solver + Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver + Consensus,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Solver + Consensus,average_runtime_sec,0.0813,0.08127879890380427,-2.1201096195730407e-05,OK
Solver + Consensus,average_repair_feedback_count,0.22,0.22,0.0,OK
Solver + Structure,executable_rate,0.94,0.94,0.0,OK
Solver + Structure,optimal_rate,0.82,0.82,0.0,OK
Solver + Structure,objective_accuracy,0.7,0.7,0.0,OK
Solver + Structure,structure_completeness,0.7774,0.7773555555555557,-4.444444444429152e-05,OK
Solver + Structure,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver + Structure,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Solver + Structure,average_runtime_sec,0.0868,0.08675927020492963,-4.0729795070373886e-05,OK
Solver + Structure,average_repair_feedback_count,0.22,0.22,0.0,OK
Solver + Structure + Consensus,executable_rate,0.94,0.94,0.0,OK
Solver + Structure + Consensus,optimal_rate,0.82,0.82,0.0,OK
Solver + Structure + Consensus,objective_accuracy,0.7,0.7,0.0,OK
Solver + Structure + Consensus,structure_completeness,0.777,0.7770222222222223,2.2222222222256782e-05,OK
Solver + Structure + Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver + Structure + Consensus,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Solver + Structure + Consensus,average_runtime_sec,0.0866,0.08657518948544748,-2.481051455251182e-05,OK
Solver + Structure + Consensus,average_repair_feedback_count,0.22,0.22,0.0,OK
Solver only,executable_rate,0.94,0.94,0.0,OK
Solver only,optimal_rate,0.82,0.82,0.0,OK
Solver only,objective_accuracy,0.7,0.7,0.0,OK
Solver only,structure_completeness,0.7742,0.7742269841269841,2.698412698409758e-05,OK
Solver only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver only,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Solver only,average_runtime_sec,0.0813,0.08131395018426701,1.3950184267016996e-05,OK
Solver only,average_repair_feedback_count,0.22,0.22,0.0,OK
Solver-Filter,executable_rate,0.94,0.94,0.0,OK
Solver-Filter,optimal_rate,0.82,0.82,0.0,OK
Solver-Filter,objective_accuracy,0.7,0.7,0.0,OK
Solver-Filter,structure_completeness,0.7742,0.7742269841269841,2.698412698409758e-05,OK
Solver-Filter,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver-Filter,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Solver-Filter,average_runtime_sec,0.0813,0.08131395018426701,1.3950184267016996e-05,OK
Solver-Filter,average_repair_feedback_count,0.22,0.22,0.0,OK
Structure + Consensus,executable_rate,0.94,0.94,0.0,OK
Structure + Consensus,optimal_rate,0.82,0.82,0.0,OK
Structure + Consensus,objective_accuracy,0.7,0.7,0.0,OK
Structure + Consensus,structure_completeness,0.777,0.7770222222222223,2.2222222222256782e-05,OK
Structure + Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure + Consensus,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Structure + Consensus,average_runtime_sec,0.0866,0.08657518948544748,-2.481051455251182e-05,OK
Structure + Consensus,average_repair_feedback_count,0.22,0.22,0.0,OK
Structure only,executable_rate,0.94,0.94,0.0,OK
Structure only,optimal_rate,0.82,0.82,0.0,OK
Structure only,objective_accuracy,0.7,0.7,0.0,OK
Structure only,structure_completeness,0.7774,0.7773555555555557,-4.444444444429152e-05,OK
Structure only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure only,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Structure only,average_runtime_sec,0.0868,0.08675927020492963,-4.0729795070373886e-05,OK
Structure only,average_repair_feedback_count,0.22,0.22,0.0,OK
Structure-Grounded Consistency,executable_rate,0.94,0.94,0.0,OK
Structure-Grounded Consistency,optimal_rate,0.82,0.82,0.0,OK
Structure-Grounded Consistency,objective_accuracy,0.7,0.7,0.0,OK
Structure-Grounded Consistency,structure_completeness,0.777,0.7770222222222223,2.2222222222256782e-05,OK
Structure-Grounded Consistency,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure-Grounded Consistency,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Structure-Grounded Consistency,average_runtime_sec,0.0866,0.08657518948544748,-2.481051455251182e-05,OK
Structure-Grounded Consistency,average_repair_feedback_count,0.22,0.22,0.0,OK
Structure-Only,executable_rate,0.94,0.94,0.0,OK
Structure-Only,optimal_rate,0.82,0.82,0.0,OK
Structure-Only,objective_accuracy,0.7,0.7,0.0,OK
Structure-Only,structure_completeness,0.7774,0.7773555555555557,-4.444444444429152e-05,OK
Structure-Only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure-Only,constraint_coverage,0.9128,0.9127777777777777,-2.2222222222256782e-05,OK
Structure-Only,average_runtime_sec,0.0868,0.08675927020492963,-4.0729795070373886e-05,OK
Structure-Only,average_repair_feedback_count,0.22,0.22,0.0,OK
