problem_id,candidate_id,candidate_rank,solver_ok,objective_value,objective_cluster_id,objective_cluster_size,objective_consensus_score,objective_density_score,objective_cluster_median,distance_to_cluster_median,selected_by_full,selected_by_structure_only,selected_by_fullv2,selected_by_bestofk
single_period_newsvendor_0005,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0005,Qwen3-8B_k5,5,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0005,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0005,Qwen3-8B_k7,7,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k0,0,True,435.0,0,7,1.0,1.0,435.0,0.0,True,True,True,False
single_period_newsvendor_0006,Qwen3-8B_k1,1,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k2,2,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k3,3,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k4,4,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k5,5,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k6,6,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,False
single_period_newsvendor_0006,Qwen3-8B_k7,7,True,435.0,0,7,1.0,1.0,435.0,0.0,False,False,False,True
single_period_newsvendor_0007,Qwen3-8B_k0,0,True,200.0,0,8,1.0,1.0,200.0,0.0,True,True,True,False
single_period_newsvendor_0007,Qwen3-8B_k1,1,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0007,Qwen3-8B_k2,2,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0007,Qwen3-8B_k3,3,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0007,Qwen3-8B_k4,4,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,True
single_period_newsvendor_0007,Qwen3-8B_k5,5,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0007,Qwen3-8B_k6,6,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0007,Qwen3-8B_k7,7,True,200.0,0,8,1.0,1.0,200.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k0,0,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k1,1,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k2,2,True,98.0,0,8,1.0,1.0,98.0,0.0,True,True,True,True
single_period_newsvendor_0008,Qwen3-8B_k3,3,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k4,4,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k5,5,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k6,6,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0008,Qwen3-8B_k7,7,True,98.0,0,8,1.0,1.0,98.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k0,0,True,164.0,0,8,1.0,1.0,164.0,0.0,True,True,True,True
single_period_newsvendor_0009,Qwen3-8B_k1,1,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k2,2,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k3,3,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k4,4,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k5,5,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k6,6,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0009,Qwen3-8B_k7,7,True,164.0,0,8,1.0,1.0,164.0,0.0,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k0,0,True,370.0,0,7,1.0,1.0,370.0,0.0,True,True,True,False
single_period_newsvendor_0010,Qwen3-8B_k1,1,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k2,2,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k3,3,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k4,4,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,True
single_period_newsvendor_0010,Qwen3-8B_k5,5,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k6,6,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,False
single_period_newsvendor_0010,Qwen3-8B_k7,7,True,370.0,0,7,1.0,1.0,370.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k0,0,True,440.0,0,8,1.0,1.0,440.0,0.0,True,True,True,False
single_period_newsvendor_0011,Qwen3-8B_k1,1,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k2,2,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k3,3,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k4,4,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k5,5,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k6,6,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0011,Qwen3-8B_k7,7,True,440.0,0,8,1.0,1.0,440.0,0.0,False,False,False,True
single_period_newsvendor_0012,Qwen3-8B_k0,0,False,,,0,0.0,0.0,,,True,True,True,True
single_period_newsvendor_0012,Qwen3-8B_k1,1,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k2,2,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k3,3,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k5,5,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0012,Qwen3-8B_k7,7,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k0,0,False,,,0,0.0,0.0,,,True,True,True,True
single_period_newsvendor_0013,Qwen3-8B_k1,1,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k2,2,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k3,3,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k5,5,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0013,Qwen3-8B_k7,7,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k0,0,True,70.0,0,8,1.0,1.0,70.0,0.0,True,True,True,False
single_period_newsvendor_0014,Qwen3-8B_k1,1,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k2,2,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k3,3,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k4,4,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k5,5,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0014,Qwen3-8B_k6,6,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,True
single_period_newsvendor_0014,Qwen3-8B_k7,7,True,70.0,0,8,1.0,1.0,70.0,0.0,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k0,0,False,,,0,0.0,0.0,,,True,True,True,True
single_period_newsvendor_0015,Qwen3-8B_k1,1,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k2,2,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k3,3,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k5,5,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0015,Qwen3-8B_k7,7,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k0,0,True,176.0,0,5,0.625,1.0,176.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k1,1,True,176.0,0,5,0.625,1.0,176.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k2,2,True,176.0,0,5,0.625,1.0,176.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k3,3,True,176.0,0,5,0.625,1.0,176.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k4,4,True,440.0,2,2,0.25,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k5,5,True,440.0,2,2,0.25,1.0,440.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k6,6,True,176.0,0,5,0.625,1.0,176.0,0.0,False,False,False,False
single_period_newsvendor_0016,Qwen3-8B_k7,7,True,264.0,1,1,0.125,0.6666666666666667,264.0,0.0,True,True,True,True
single_period_newsvendor_0017,Qwen3-8B_k0,0,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k1,1,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k2,2,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k3,3,False,900.0,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k5,5,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0017,Qwen3-8B_k6,6,True,150.0,0,1,1.0,1.0,150.0,0.0,True,True,True,True
single_period_newsvendor_0017,Qwen3-8B_k7,7,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k0,0,True,112.0,0,6,0.75,1.0,112.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k1,1,True,112.0,0,6,0.75,1.0,112.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k2,2,True,224.0,1,2,0.25,1.0,224.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k3,3,True,112.0,0,6,0.75,1.0,112.0,0.0,True,True,True,False
single_period_newsvendor_0018,Qwen3-8B_k4,4,True,224.0,1,2,0.25,1.0,224.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k5,5,True,112.0,0,6,0.75,1.0,112.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k6,6,True,112.0,0,6,0.75,1.0,112.0,0.0,False,False,False,False
single_period_newsvendor_0018,Qwen3-8B_k7,7,True,112.0,0,6,0.75,1.0,112.0,0.0,False,False,False,True
single_period_newsvendor_0019,Qwen3-8B_k0,0,True,122.0,0,7,1.0,1.0,122.0,0.0,True,True,True,False
single_period_newsvendor_0019,Qwen3-8B_k1,1,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,True
single_period_newsvendor_0019,Qwen3-8B_k2,2,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,False
single_period_newsvendor_0019,Qwen3-8B_k3,3,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,False
single_period_newsvendor_0019,Qwen3-8B_k4,4,False,,,0,0.0,0.0,,,False,False,False,False
single_period_newsvendor_0019,Qwen3-8B_k5,5,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,False
single_period_newsvendor_0019,Qwen3-8B_k6,6,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,False
single_period_newsvendor_0019,Qwen3-8B_k7,7,True,122.0,0,7,1.0,1.0,122.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k0,0,True,666.0,0,8,1.0,1.0,666.0,0.0,True,True,True,False
single_item_multi_period_0000,Qwen3-8B_k1,1,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k2,2,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k3,3,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k4,4,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k5,5,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0000,Qwen3-8B_k6,6,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,True
single_item_multi_period_0000,Qwen3-8B_k7,7,True,666.0,0,8,1.0,1.0,666.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k0,0,True,116.0,0,7,0.875,1.0,116.0,0.0,True,True,True,False
single_item_multi_period_0001,Qwen3-8B_k1,1,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k2,2,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,True
single_item_multi_period_0001,Qwen3-8B_k3,3,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k4,4,True,150.0,1,1,0.125,0.125,150.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k5,5,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k6,6,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,False
single_item_multi_period_0001,Qwen3-8B_k7,7,True,116.0,0,7,0.875,1.0,116.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k0,0,True,472.0,0,8,1.0,1.0,472.0,0.0,True,True,True,True
single_item_multi_period_0002,Qwen3-8B_k1,1,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k2,2,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k3,3,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k4,4,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k5,5,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k6,6,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0002,Qwen3-8B_k7,7,True,472.0,0,8,1.0,1.0,472.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k0,0,True,700.0,0,7,1.0,1.0,700.0,0.0,True,True,True,True
single_item_multi_period_0003,Qwen3-8B_k1,1,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k2,2,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k3,3,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k4,4,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k5,5,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_item_multi_period_0003,Qwen3-8B_k7,7,True,700.0,0,7,1.0,1.0,700.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k0,0,True,147.0,0,8,1.0,1.0,147.0,0.0,True,True,True,False
single_item_multi_period_0004,Qwen3-8B_k1,1,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,True
single_item_multi_period_0004,Qwen3-8B_k2,2,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k3,3,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k4,4,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k5,5,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k6,6,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0004,Qwen3-8B_k7,7,True,147.0,0,8,1.0,1.0,147.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k0,0,True,588.0,0,8,1.0,1.0,588.0,0.0,True,True,True,False
single_item_multi_period_0005,Qwen3-8B_k1,1,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k2,2,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k3,3,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k4,4,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k5,5,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k6,6,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,False
single_item_multi_period_0005,Qwen3-8B_k7,7,True,588.0,0,8,1.0,1.0,588.0,0.0,False,False,False,True
single_item_multi_period_0006,Qwen3-8B_k0,0,True,1090.0,0,8,1.0,1.0,1090.0,0.0,True,True,True,False
single_item_multi_period_0006,Qwen3-8B_k1,1,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0006,Qwen3-8B_k2,2,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,True
single_item_multi_period_0006,Qwen3-8B_k3,3,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0006,Qwen3-8B_k4,4,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0006,Qwen3-8B_k5,5,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0006,Qwen3-8B_k6,6,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0006,Qwen3-8B_k7,7,True,1090.0,0,8,1.0,1.0,1090.0,0.0,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k0,0,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,True,True,True,False
single_item_multi_period_0007,Qwen3-8B_k1,1,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,False,False,False,True
single_item_multi_period_0007,Qwen3-8B_k2,2,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k3,3,True,901.0,1,1,0.14285714285714285,0.14285714285714285,901.0,0.0,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k4,4,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k5,5,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k6,6,False,,,0,0.0,0.0,,,False,False,False,False
single_item_multi_period_0007,Qwen3-8B_k7,7,True,468.0,0,6,0.8571428571428571,1.0,468.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k0,0,True,585.0,0,8,1.0,1.0,585.0,0.0,True,True,True,False
single_item_multi_period_0008,Qwen3-8B_k1,1,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k2,2,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,True
single_item_multi_period_0008,Qwen3-8B_k3,3,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k4,4,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k5,5,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k6,6,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0008,Qwen3-8B_k7,7,True,585.0,0,8,1.0,1.0,585.0,0.0,False,False,False,False
single_item_multi_period_0009,Qwen3-8B_k0,0,True,630.0,1,6,0.75,1.0,630.0,0.0,True,True,True,False
single_item_multi_period_0009,Qwen3-8B_k1,1,True,630.0,1,6,0.75,1.0,630.0,0.0,False,False,False,False
single_item_multi_period_0009,Qwen3-8B_k2,2,True,630.0,1,6,0.75,1.0,630.0,0.0,False,False,False,False
