problem_id,problem_type,candidate_id,candidate_rank,missing_critical_structures,critical_structure_count,critical_structure_penalty,structure_score,constraint_coverage,objective_term_coverage,selected_by_fullv2,selected_by_structure_only
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.5555555555555556,,0.0,True,True
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.3333333333333333,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.3333333333333333,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.3333333333333333,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.0,,1.0,True,True
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.0,,1.0,True,True
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.0,,1.0,True,True
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.75,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.75,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.3333333333333333,True,True
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.5555555555555556,,0.3333333333333333,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.43333333333333335,,0.0,True,True
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.3333333333333333,True,True
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.8333333333333334,,0.3333333333333333,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.3333333333333333,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8333333333333334,,0.6666666666666666,False,False
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.3333333333333333,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k0,0,,0.0,0.0,0.8611111111111112,,0.6666666666666666,True,True
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k1,1,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k2,2,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k3,3,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k4,4,,0.0,0.0,0.0,,1.0,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k5,5,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k6,6,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k7,7,,0.0,0.0,0.8611111111111112,,0.6666666666666666,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8357142857142856,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.0,,0.5,False,False
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.8571428571428571,,0.5,False,False
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k5,5,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k6,6,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k7,7,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k0,0,,0.0,0.0,0.8571428571428571,,1.0,True,True
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k1,1,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k2,2,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k3,3,,0.0,0.0,0.8571428571428571,,1.0,False,False
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k4,4,,0.0,0.0,0.8571428571428571,,1.0,False,False
