problem_id,problem_type,tac_candidate_id,consensussafe_candidate_id,hybridsafe_candidate_id,full_candidate_id,tac_vs_consensussafe_same,tac_vs_hybridsafe_same,tac_vs_full_same,tac_profile,tac_primary_signal,tac_safe_consensus_score,consensussafe_safe_consensus_score,hybridsafe_safe_consensus_score,full_safe_consensus_score,tac_wrong_consensus_risk,consensussafe_wrong_consensus_risk,hybridsafe_wrong_consensus_risk,tac_constraint_coverage,consensussafe_constraint_coverage,hybridsafe_constraint_coverage,tac_objective_term_coverage,consensussafe_objective_term_coverage,hybridsafe_objective_term_coverage,tac_text_triggered_hard_gate_score,tac_critical_missing_count,objective_correct_posthoc_tac,objective_correct_posthoc_consensussafe,objective_correct_posthoc_hybridsafe,objective_correct_posthoc_full,posthoc_only
single_item_multi_period_shortage_0003,single_item_multi_period_shortage,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k3,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.9861111111111112,,,0.9861111111111112,0.01388888888888884,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0004,single_item_multi_period_shortage,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k1,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.4930555555555556,,,0.4930555555555556,0.00694444444444442,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_item_multi_period_shortage_0005,single_item_multi_period_shortage,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k1,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.8438095238095238,,,0.14087301587301587,0.013333333333333308,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,True
single_item_multi_period_shortage_0006,single_item_multi_period_shortage,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.8452380952380952,,,0.8452380952380952,0.011904761904761862,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0007,single_item_multi_period_shortage,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.7395833333333334,,,0.7395833333333334,0.01041666666666663,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0008,single_item_multi_period_shortage,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k0,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.6163194444444444,,,0.6163194444444444,0.00868055555555558,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0009,single_item_multi_period_shortage,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k4,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.5634920634920635,,,0.5634920634920635,0.007936507936507908,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_item_multi_period_shortage_0010,single_item_multi_period_shortage,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k0,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.9861111111111112,,,0.9861111111111112,0.01388888888888884,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0011,single_item_multi_period_shortage,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k1,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.8452380952380952,,,0.8452380952380952,0.011904761904761862,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0012,single_item_multi_period_shortage,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k0,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.7383333333333333,,,0.7383333333333333,0.011666666666666714,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
