method,metric,reported,recomputed,delta,status
ReplenishVerifier-TypeAware,objective_accuracy,0.8,0.8,0.0,OK
ReplenishVerifier-TypeAware,structure_completeness,0.7898,0.7898369047619052,3.690476190520986e-05,OK
ReplenishVerifier-TypeAware,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware,constraint_coverage,0.9258,0.9258333333333333,3.333333333332966e-05,OK
ReplenishVerifier-TypeAware,average_runtime_sec,0.102,0.1019791330222506,-2.0866977749389726e-05,OK
ReplenishVerifier-TypeAware,average_repair_feedback_count,0.12,0.06,-0.06,MISMATCH
ReplenishVerifier-TypeAware-Consensus,executable_rate,0.97,0.97,0.0,OK
ReplenishVerifier-TypeAware-Consensus,optimal_rate,0.87,0.87,0.0,OK
ReplenishVerifier-TypeAware-Consensus,objective_accuracy,0.82,0.82,0.0,OK
ReplenishVerifier-TypeAware-Consensus,structure_completeness,0.8087,0.8086910714285719,-8.92857142809067e-06,OK
ReplenishVerifier-TypeAware-Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware-Consensus,constraint_coverage,0.9479,0.9479166666666665,1.666666666655381e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_runtime_sec,0.1033,0.10333009669091553,3.009669091552647e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_repair_feedback_count,0.19,0.07,-0.12,MISMATCH
Solver only,executable_rate,0.97,0.97,0.0,OK
Solver only,optimal_rate,0.87,0.87,0.0,OK
Solver only,objective_accuracy,0.74,0.74,0.0,OK
Solver only,structure_completeness,0.7923,0.7922815476190472,-1.8452380952771463e-05,OK
Solver only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver only,constraint_coverage,0.9354,0.9354166666666666,1.666666666655381e-05,OK
Solver only,average_runtime_sec,0.1003,0.10026065176236443,-3.934823763557249e-05,OK
Solver only,average_repair_feedback_count,0.29,0.29,0.0,OK
Structure only,executable_rate,0.97,0.97,0.0,OK
Structure only,optimal_rate,0.87,0.87,0.0,OK
Structure only,objective_accuracy,0.81,0.81,0.0,OK
Structure only,structure_completeness,0.8089,0.8088577380952385,-4.226190476142033e-05,OK
Structure only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure only,constraint_coverage,0.9479,0.9479166666666665,1.666666666655381e-05,OK
Structure only,average_runtime_sec,0.1083,0.10831638662260958,1.6386622609582124e-05,OK
Structure only,average_repair_feedback_count,0.19,0.19,0.0,OK
